# BUSCO version is: 5.0.0 
# The lineage dataset is:  (Creation date: 2020-09-10, number of species: 31, number of BUSCOs: 2326)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
9957at71240	Complete	SUPER_11	15607534	15610191	+	1342.4	759
10104at71240	Complete	SUPER_13	21986762	21990599	-	962.5	620
10132at71240	Complete	SUPER_15	2351873	2356842	+	1132.4	725
10197at71240	Duplicated	SUPER_9	32526528	32538686	+	1334.4	828
10197at71240	Duplicated	SUPER_17	32369849	32376555	+	1348.3	828
10314at71240	Duplicated	SUPER_13	22018380	22027044	-	1374.5	739
10314at71240	Duplicated	SUPER_16	23829710	23838728	-	1470.4	779
10338at71240	Duplicated	SUPER_14	25927013	25930915	+	1351.9	712
10338at71240	Duplicated	SUPER_6	30714092	30717587	+	1391.6	712
10362at71240	Complete	SUPER_4	2324163	2334088	+	1475.2	747
10599at71240	Duplicated	SUPER_12	25427675	25434902	-	1168.2	718
10599at71240	Duplicated	SUPER_4	24790541	24797645	-	1230.7	742
10618at71240	Duplicated	SUPER_12	5886184	5888853	+	1407.0	712
10618at71240	Duplicated	SUPER_14	5496144	5498829	+	1410.0	726
10648at71240	Duplicated	SUPER_13	6252298	6261662	-	1245.9	656
10648at71240	Duplicated	SUPER_16	6237235	6246135	-	1369.4	682
10671at71240	Duplicated	SUPER_3	34467541	34470150	+	1185.9	701
10671at71240	Duplicated	SUPER_11	39201427	39204036	+	1203.5	698
10839at71240	Duplicated	SUPER_15	52297638	52303020	-	1252.0	833
10839at71240	Duplicated	SUPER_8	29110019	29115474	-	1253.9	831
10881at71240	Duplicated	SUPER_2	36605905	36610413	+	902.1	798
10881at71240	Duplicated	SUPER_7	1587847	1592422	-	902.4	795
10959at71240	Complete	SUPER_17	24587437	24593855	+	1527.8	771
10990at71240	Duplicated	SUPER_13	9675704	9680668	+	1289.3	706
10990at71240	Duplicated	SUPER_16	9503347	9508298	+	1445.6	750
10998at71240	Duplicated	SUPER_6	32573810	32578325	+	1371.0	748
10998at71240	Duplicated	SUPER_14	27908375	27912890	+	1390.4	746
11034at71240	Complete	SUPER_12	14366050	14368764	+	1150.4	698
11042at71240	Complete	SUPER_12	1176233	1179259	-	1632.0	827
11057at71240	Duplicated	SUPER_14	517245	523303	-	1513.5	882
11057at71240	Duplicated	SUPER_12	789591	795525	-	1520.7	883
11063at71240	Complete	SUPER_9	18472057	18482856	+	1302.6	959
11153at71240	Complete	SUPER_10	23680991	23687728	+	1551.9	814
11226at71240	Complete	SUPER_9	19174033	19180635	+	1211.1	733
11229at71240	Complete	SUPER_7	30773252	30780571	-	1336.7	771
11295at71240	Duplicated	SUPER_7	31435862	31439920	-	1249.7	730
11295at71240	Duplicated	SUPER_1	25481297	25485544	-	1404.8	756
11327at71240	Complete	SUPER_4	96211	114703	+	1472.7	790
11387at71240	Complete	SUPER_8	214298	219067	+	1123.8	666
11508at71240	Duplicated	SUPER_15	42045297	42050079	-	1440.3	879
11508at71240	Duplicated	SUPER_8	19584112	19589028	-	1448.2	861
11554at71240	Complete	SUPER_10	34174399	34177113	-	1437.8	772
11597at71240	Complete	SUPER_16	4489437	4493739	+	1260.1	704
11608at71240	Duplicated	SUPER_8	5167385	5169982	-	1520.8	763
11608at71240	Duplicated	SUPER_8	5104608	5107238	-	1521.3	763
11670at71240	Complete	SUPER_7	3600836	3603331	+	1324.5	712
11689at71240	Complete	SUPER_5	38981253	38986137	-	919.7	510
11706at71240	Complete	SUPER_6	34356297	34358831	+	1249.8	687
11735at71240	Duplicated	SUPER_13	3179838	3184795	-	1015.8	1224
11735at71240	Duplicated	SUPER_16	3345407	3350154	-	1049.9	1288
11764at71240	Duplicated	SUPER_16	2385981	2393867	-	1180.0	668
11764at71240	Duplicated	SUPER_13	2181240	2185358	-	1181.0	668
11772at71240	Duplicated	SUPER_12	7489762	7494707	+	1100.9	608
11772at71240	Duplicated	SUPER_14	7323643	7328495	+	1180.0	667
11773at71240	Duplicated	SUPER_3	4828319	4834512	+	1412.7	829
11773at71240	Duplicated	SUPER_11	5065935	5070710	+	1494.7	830
11837at71240	Complete	SUPER_12	19151191	19156189	+	1015.1	636
11919at71240	Complete	SUPER_3	34234029	34238405	+	1377.8	670
12012at71240	Complete	SUPER_9	11454591	11460920	+	1179.9	749
12252at71240	Duplicated	SUPER_7	4580550	4588994	+	866.9	753
12252at71240	Duplicated	SUPER_2	32840490	32849476	-	989.4	785
12263at71240	Complete	SUPER_11	39943470	39979857	+	1167.4	732
12329at71240	Complete	SUPER_10	27991220	27995309	-	1191.2	736
12336at71240	Complete	SUPER_11	20880584	20884767	+	1291.5	833
12447at71240	Complete	SUPER_13	21702687	21708397	-	1188.7	857
12452at71240	Complete	SUPER_8	16419204	16426761	+	988.5	608
12504at71240	Duplicated	SUPER_14	24993718	24998196	+	1137.1	792
12504at71240	Duplicated	SUPER_6	29909142	29913746	+	1172.7	907
12585at71240	Complete	SUPER_1	16611254	16616250	-	1025.0	687
12607at71240	Complete	SUPER_11	40294009	40298900	+	1262.9	711
12713at71240	Complete	SUPER_9	76187	96138	-	1430.4	868
12732at71240	Complete	SUPER_5	1496442	1498712	+	909.0	606
12736at71240	Complete	SUPER_13	7778625	7784641	-	1344.6	721
12743at71240	Complete	SUPER_12	16229656	16236765	-	1393.3	790
12770at71240	Complete	SUPER_17	29166051	29168570	+	1176.2	704
12847at71240	Complete	SUPER_9	27957513	27962925	-	1052.5	681
12855at71240	Complete	SUPER_9	30207260	30222180	+	960.8	665
12925at71240	Complete	SUPER_4	7596228	7604754	-	1233.0	703
13125at71240	Complete	SUPER_7	5760030	5768267	+	1310.5	701
13180at71240	Complete	SUPER_7	32747254	32753537	-	1682.9	927
13273at71240	Complete	SUPER_16	27373901	27376423	+	1365.5	712
13343at71240	Duplicated	SUPER_10	1585171	1588112	-	1440.6	894
13343at71240	Duplicated	SUPER_5	2954426	2957485	-	1499.0	894
13359at71240	Duplicated	SUPER_8	8462116	8467881	+	1619.6	940
13359at71240	Duplicated	SUPER_15	6006239	6011740	+	1639.1	936
13381at71240	Duplicated	SUPER_13	9437028	9441500	-	1809.0	972
13381at71240	Duplicated	SUPER_16	9300150	9304706	-	1824.0	974
13384at71240	Complete	SUPER_5	27634432	27637634	+	1244.1	769
13429at71240	Complete	SUPER_17	12159632	12165704	-	1323.8	734
13473at71240	Complete	SUPER_17	25108611	25111214	-	973.7	663
13637at71240	Complete	SUPER_16	25979628	25995732	-	1455.5	889
13683at71240	Duplicated	SUPER_10	34015905	34020484	-	1213.7	661
13683at71240	Duplicated	SUPER_5	36580149	36584652	-	1262.2	677
13746at71240	Duplicated	SUPER_5	40209663	40214748	-	807.6	858
13746at71240	Duplicated	SUPER_10	36464066	36469315	-	836.9	804
13833at71240	Complete	SUPER_9	299978	302464	+	1231.4	706
13836at71240	Complete	SUPER_1	14809025	14811751	-	953.2	619
13914at71240	Duplicated	SUPER_14	26470245	26478710	+	1071.5	648
13914at71240	Duplicated	SUPER_6	31226929	31230821	+	1073.5	648
13917at71240	Complete	SUPER_8	5114636	5182060	+	1005.0	607
14071at71240	Complete	SUPER_7	17605462	17607924	+	1252.5	695
14240at71240	Missing
14304at71240	Complete	SUPER_17	28657481	28663981	-	1290.9	675
14307at71240	Duplicated	SUPER_3	22258828	22279143	+	1256.7	720
14307at71240	Duplicated	SUPER_11	24898678	24914008	+	1257.6	702
14313at71240	Complete	SUPER_5	16859670	16862123	-	1198.4	673
14348at71240	Duplicated	SUPER_17	17863725	17866746	+	1120.2	639
14348at71240	Duplicated	SUPER_9	17289880	17292915	-	1130.1	639
14368at71240	Complete	SUPER_4	18158769	18163861	+	1025.1	570
14375at71240	Duplicated	SUPER_15	10956592	10958958	+	1099.0	657
14375at71240	Duplicated	SUPER_2	474540	476906	+	1106.3	657
14405at71240	Missing
14440at71240	Complete	SUPER_15	17335464	17340236	+	1267.7	727
14514at71240	Complete	SUPER_6	31342650	31344965	+	1234.7	695
14527at71240	Duplicated	SUPER_8	22829372	22837949	+	1200.2	726
14527at71240	Duplicated	SUPER_15	45254090	45266782	+	1245.2	706
14548at71240	Complete	SUPER_16	4239304	4241643	+	1057.1	670
14634at71240	Complete	SUPER_4	3374474	3382237	+	799.3	507
14765at71240	Complete	SUPER_1	23551781	23556777	-	1037.3	644
14779at71240	Complete	SUPER_17	2328934	2334389	-	1574.4	794
14824at71240	Complete	SUPER_11	29501793	29512082	+	1065.3	657
14878at71240	Complete	SUPER_17	5502624	5505158	-	1119.6	670
14921at71240	Duplicated	SUPER_6	2695249	2697678	-	1156.9	694
14921at71240	Duplicated	SUPER_16	37531765	37534269	-	1176.6	737
14960at71240	Complete	SUPER_9	10865921	10868386	-	1131.8	661
14973at71240	Complete	SUPER_10	24696365	24721967	-	1262.2	749
14981at71240	Complete	SUPER_6	31346749	31349454	-	1204.9	751
