# BUSCO version is: 5.0.0 
# The lineage dataset is:  (Creation date: 2020-09-10, number of species: 31, number of BUSCOs: 2326)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
1526at71240	Duplicated	SUPER_10	34552732	34562305	-	2244.2	1178
1566at71240	Complete	SUPER_1	26184088	26203452	+	2293.7	1230
1578at71240	Duplicated	SUPER_11	25717705	25736236	-	2171.1	1298
1578at71240	Duplicated	SUPER_3	23328498	23347205	-	2218.2	1463
1589at71240	Duplicated	SUPER_14	8435541	8440785	-	2519.5	1201
1589at71240	Duplicated	SUPER_12	8621648	8626644	-	2537.4	1201
1604at71240	Complete	SUPER_11	36413040	36421309	+	1835.3	1156
1674at71240	Duplicated	SUPER_5	29290733	29309082	-	1578.0	1179
1674at71240	Duplicated	SUPER_10	778935	795723	+	1690.6	1218
1722at71240	Duplicated	SUPER_8	1292619	1299779	+	1672.7	1035
1722at71240	Duplicated	SUPER_15	995214	1002023	+	1865.8	1096
1950at71240	Complete	SUPER_15	11549661	11560076	-	1969.8	1235
2018at71240	Complete	SUPER_6	17479126	17486702	-	1449.3	1006
2045at71240	Complete	SUPER_12	31035352	31044456	+	2008.5	1067
2065at71240	Complete	SUPER_14	5074905	5084893	+	1938.3	1122
2073at71240	Duplicated	SUPER_9	1644780	1654506	+	2078.9	1473
2073at71240	Duplicated	SUPER_17	2495219	2505080	+	2157.1	1491
2143at71240	Complete	SUPER_2	3679948	3684189	+	2035.3	1150
2268at71240	Complete	SUPER_7	34955189	34960011	-	2275.7	1226
2327at71240	Complete	SUPER_7	13345275	13353638	-	1719.5	1020
2360at71240	Duplicated	SUPER_7	26681184	26686087	-	1869.8	1110
2360at71240	Duplicated	SUPER_1	21621874	21626729	-	1874.3	1111
2395at71240	Complete	SUPER_13	10550953	10557534	-	2152.0	1320
2400at71240	Complete	SUPER_17	9865001	9871550	-	1558.7	980
2421at71240	Complete	SUPER_15	9520897	9527118	-	1966.3	1029
2430at71240	Complete	SUPER_14	31378734	31389773	-	2100.9	1289
2474at71240	Duplicated	SUPER_1	5475543	5486119	-	1837.5	1067
2474at71240	Duplicated	SUPER_15	36682994	36691688	-	1866.2	1055
2499at71240	Complete	SUPER_17	30113283	30125418	-	1963.2	1106
2529at71240	Duplicated	SUPER_1	29872551	29881302	+	1563.2	957
2529at71240	Duplicated	SUPER_7	35065532	35077839	+	1681.9	1096
2585at71240	Duplicated	SUPER_5	7479823	7486476	+	1708.3	1031
2585at71240	Duplicated	SUPER_10	5715125	5721343	+	1720.6	1033
2753at71240	Complete	SUPER_9	26978718	26997685	-	1966.1	1161
2869at71240	Complete	SUPER_13	12863699	12869207	-	1179.2	851
2873at71240	Duplicated	SUPER_4	30085785	30101990	+	1578.8	969
2873at71240	Duplicated	SUPER_12	30838161	30847153	+	1768.6	1034
2884at71240	Duplicated	SUPER_17	29722482	29743485	-	1154.1	925
2884at71240	Duplicated	SUPER_9	31600120	31617751	-	1339.4	989
2954at71240	Duplicated	SUPER_3	6402643	6414962	+	1936.9	1097
2954at71240	Duplicated	SUPER_11	6898141	6909377	+	1971.8	1077
2956at71240	Complete	SUPER_3	26540701	26545141	+	2179.9	1168
2984at71240	Complete	SUPER_12	23220847	23232233	+	1395.4	1043
3053at71240	Complete	SUPER_7	7215772	7219572	-	2330.1	1130
3069at71240	Duplicated	SUPER_17	3282564	3286652	+	1748.3	939
3069at71240	Duplicated	SUPER_9	2574030	2578089	+	1792.3	941
3142at71240	Duplicated	SUPER_7	3249523	3255064	+	1924.7	1071
3142at71240	Duplicated	SUPER_2	35088926	35094393	-	1935.2	1064
3157at71240	Complete	SUPER_10	41702368	41709326	+	1448.5	1193
3166at71240	Duplicated	SUPER_3	9933929	9938489	+	2022.9	1018
3166at71240	Duplicated	SUPER_11	11610433	11615047	+	2178.4	1018
3221at71240	Complete	SUPER_15	9914031	9923417	-	1207.7	665
3382at71240	Complete	SUPER_2	34995883	35004990	-	1746.2	970
3391at71240	Duplicated	SUPER_7	34936444	34944812	+	2044.7	1103
3391at71240	Duplicated	SUPER_1	29792226	29800525	+	2097.4	1104
3447at71240	Complete	SUPER_8	4254552	4257881	-	1727.3	945
3471at71240	Duplicated	SUPER_9	29859255	29876973	+	1888.3	930
3471at71240	Duplicated	SUPER_17	28370791	28387900	+	1894.3	930
3475at71240	Complete	SUPER_3:37402498-37441797	37394923	37441797	+	1766.3	1070
3500at71240	Complete	SUPER_6	131082	146901	-	1556.0	989
3501at71240	Complete	SUPER_4	2497272	2511944	-	1708.1	925
3595at71240	Duplicated	SUPER_5	25844532	25856616	-	1366.8	1015
3595at71240	Duplicated	SUPER_10	23186562	23192909	-	1407.4	1017
3633at71240	Duplicated	SUPER_2	37214100	37223228	+	1802.2	1055
3633at71240	Duplicated	SUPER_7	1040592	1063590	-	1836.9	1048
3639at71240	Complete	SUPER_2	16212540	16217530	+	1409.1	949
3732at71240	Complete	SUPER_15	42409580	42429274	-	1021.3	815
3734at71240	Complete	SUPER_6	29459730	29471682	+	1704.0	1029
3767at71240	Complete	SUPER_14	27216358	27222002	-	1525.4	914
3870at71240	Complete	SUPER_12	15307206	15315248	+	1568.2	950
3884at71240	Complete	SUPER_6	5623398	5638289	+	2194.7	1217
3897at71240	Duplicated	SUPER_12	27401	38398	-	1762.6	919
3897at71240	Duplicated	SUPER_2	12132	22585	-	1858.3	938
3930at71240	Duplicated	SUPER_3	19236727	19245551	-	1400.8	1016
3930at71240	Duplicated	SUPER_11	20679303	20688207	-	1428.2	1055
3966at71240	Duplicated	SUPER_14	27638538	27644973	+	2034.3	1002
3966at71240	Duplicated	SUPER_6	27388637	27394922	+	2038.9	1003
3978at71240	Complete	SUPER_15	18474197	18478934	+	1612.9	975
4043at71240	Duplicated	SUPER_4	217820	235579	-	1757.6	998
4043at71240	Duplicated	SUPER_15	53208008	53226299	-	1821.1	991
4088at71240	Complete	SUPER_9	35205304	35213965	+	1495.4	997
4227at71240	Complete	SUPER_4	30109158	30116656	+	1470.7	996
4302at71240	Complete	SUPER_1	22220345	22225699	-	1400.0	895
4325at71240	Complete	SUPER_14	29709478	29718515	-	1241.7	868
4403at71240	Complete	SUPER_10	41849780	41854252	-	1485.5	871
4425at71240	Duplicated	SUPER_17	13749109	13759435	+	1514.9	900
4425at71240	Duplicated	SUPER_9	14724391	14734806	-	1550.3	900
4609at71240	Missing
4757at71240	Duplicated	SUPER_16	33243193	33249666	-	1145.6	630
4757at71240	Duplicated	SUPER_13	33960061	33965200	-	1160.8	657
4778at71240	Duplicated	SUPER_2	4301362	4307218	+	1551.9	890
4778at71240	Duplicated	SUPER_15	15074592	15080513	+	1630.4	887
4807at71240	Complete	SUPER_2	11152136	11159914	+	1376.8	883
4838at71240	Duplicated	SUPER_7	25482856	25491364	-	1847.8	964
4838at71240	Duplicated	SUPER_1	20722648	20732732	-	1860.6	997
4907at71240	Complete	SUPER_14	29168841	29177243	+	1263.1	781
4918at71240	Duplicated	SUPER_16	9483045	9488276	+	1038.9	762
4918at71240	Duplicated	SUPER_13	9148937	9154284	+	1071.8	810
4933at71240	Complete	SUPER_13	21126187	21145455	+	1767.5	955
5096at71240	Complete	SUPER_16	5924346	5928933	-	1705.9	927
5171at71240	Complete	SUPER_5	32417335	32422048	+	1597.3	930
5180at71240	Complete	SUPER_2	33943011	33949219	+	851.3	600
5218at71240	Duplicated	SUPER_2	965765	970034	+	1753.7	863
5218at71240	Duplicated	SUPER_15	11921601	11925826	+	1768.6	863
5269at71240	Complete	SUPER_7	12138349	12153109	+	1616.8	897
5369at71240	Complete	SUPER_4	3453792	3456443	-	1377.2	714
5402at71240	Duplicated	SUPER_9	34572130	34584509	+	1671.1	1030
5402at71240	Duplicated	SUPER_17	33178724	33191081	+	1691.5	1031
5406at71240	Complete	SUPER_17	33855442	33863319	+	1580.1	793
5407at71240	Complete	SUPER_10	42113110	42133101	-	1444.5	777
5427at71240	Complete	SUPER_10	33165565	33168648	-	1555.6	885
5504at71240	Complete	SUPER_7	21883761	21888658	-	1643.2	904
5623at71240	Complete	SUPER_12	27495312	27503268	-	1357.4	823
5633at71240	Complete	SUPER_17	3042516	3050823	+	1327.9	972
5653at71240	Complete	SUPER_2	6367802	6375925	+	1542.8	908
5656at71240	Complete	SUPER_17	23482916	23486134	+	1291.9	825
5663at71240	Duplicated	SUPER_13	12961890	12973168	+	1717.0	883
5663at71240	Duplicated	SUPER_16	13629864	13640540	+	1746.1	883
5687at71240	Duplicated	SUPER_6	20089456	20100668	+	1197.7	1083
5687at71240	Duplicated	SUPER_14	20632253	20640244	+	1236.3	1032
5699at71240	Duplicated	SUPER_14	7327482	7335986	-	1627.3	837
5699at71240	Duplicated	SUPER_17	7255060	7263259	+	1630.6	837
5730at71240	Complete	SUPER_9	9261682	9264906	-	1467.7	844
5943at71240	Complete	SUPER_12	8924094	8934917	+	982.1	816
6058at71240	Complete	SUPER_4	4221583	4228680	-	1649.9	954
6130at71240	Complete	SUPER_5	35038820	35052612	+	1118.1	838
6146at71240	Complete	SUPER_5	35605637	35614269	+	1569.1	1082
6220at71240	Complete	SUPER_4	29942465	29976369	-	1636.1	1010
6428at71240	Duplicated	SUPER_8	27590046	27595628	+	1434.2	837
6428at71240	Duplicated	SUPER_15	50491497	50496749	+	1490.0	887
6441at71240	Complete	SUPER_14	10905636	10920297	-	1547.0	1089
6442at71240	Complete	SUPER_7	1147132	1154178	+	1099.2	861
6496at71240	Duplicated	SUPER_5	38672531	38685275	-	1296.2	757
6496at71240	Duplicated	SUPER_10	35231456	35239906	-	1297.2	768
6528at71240	Complete	SUPER_15	14668931	14679117	+	1281.3	880
6543at71240	Complete	SUPER_10	32755722	32758889	-	1430.2	842
6642at71240	Duplicated	SUPER_6	27355038	27365506	-	1528.0	858
6642at71240	Duplicated	SUPER_14	27587886	27597985	-	1546.9	864
6650at71240	Duplicated	SUPER_9	13786775	13794725	-	933.8	788
6650at71240	Duplicated	SUPER_17	15093120	15102482	+	1021.0	754
6688at71240	Complete	SUPER_12	13791923	13802120	-	1469.2	806
6689at71240	Complete	SUPER_1	19367863	19376638	-	1180.3	724
6786at71240	Complete	SUPER_6	27720906	27724109	-	1589.7	804
6800at71240	Duplicated	SUPER_14	3988979	4001745	+	1707.7	1037
6800at71240	Duplicated	SUPER_12	4455620	4476774	+	1751.6	1043
6862at71240	Complete	SUPER_5	37848612	37864393	-	1408.0	930
6890at71240	Complete	SUPER_11	10074489	10077212	+	1234.3	785
6952at71240	Duplicated	SUPER_17	31473261	31494815	-	1366.9	774
6952at71240	Duplicated	SUPER_9	32610156	32628025	-	1563.1	803
6976at71240	Duplicated	SUPER_9	9033076	9037000	-	1473.4	757
6976at71240	Duplicated	SUPER_17	9887068	9890921	-	1566.1	797
7026at71240	Duplicated	SUPER_2	15610350	15620368	-	1124.8	723
7026at71240	Duplicated	SUPER_15	26697809	26707718	-	1237.7	731
7075at71240	Complete	SUPER_2	18907562	18916260	+	1879.9	1080
7149at71240	Complete	SUPER_15	18003008	18010991	+	1387.8	942
7249at71240	Complete	SUPER_1	30004716	30009277	+	1493.4	887
7309at71240	Complete	SUPER_7	1779076	1791987	+	1367.5	928
7345at71240	Complete	SUPER_8	800538	808267	+	609.8	452
7385at71240	Duplicated	SUPER_15	4611150	4627416	-	1481.9	830
7385at71240	Duplicated	SUPER_8	6411618	6422636	-	1675.5	854
7677at71240	Complete	SUPER_16	13587134	13592829	+	1627.8	1020
7711at71240	Duplicated	SUPER_4	19736303	19742019	+	1305.5	911
7711at71240	Duplicated	SUPER_12	20054217	20059736	+	1328.6	913
7858at71240	Complete	SUPER_4	1420236	1432775	+	1693.5	1134
7892at71240	Complete	SUPER_16	3639894	3649848	-	1396.0	876
7941at71240	Complete	SUPER_12	4784003	4787149	-	1332.3	807
7979at71240	Duplicated	SUPER_17	16899231	16906145	-	1403.9	865
7979at71240	Duplicated	SUPER_9	15078697	15085430	-	1471.6	872
8000at71240	Complete	SUPER_4	2048694	2054813	-	1454.3	1034
8041at71240	Complete	SUPER_16	10711043	10717731	+	1209.6	882
8091at71240	Duplicated	SUPER_1	19927547	19932124	+	1339.4	870
8091at71240	Duplicated	SUPER_7	24363816	24368507	+	1374.4	870
8165at71240	Duplicated	SUPER_6	20120586	20125957	+	1400.7	745
8165at71240	Duplicated	SUPER_14	20676024	20681424	+	1430.5	746
8181at71240	Duplicated	SUPER_3	6393882	6399848	+	1341.3	666
8181at71240	Duplicated	SUPER_11	6879445	6884777	+	1488.0	747
8294at71240	Complete	SUPER_11	3839505	3842474	+	1465.0	828
8311at71240	Duplicated	SUPER_7	24369319	24376575	-	1412.3	964
8311at71240	Duplicated	SUPER_1	19932822	19940113	-	1564.5	984
8314at71240	Complete	SUPER_17	22742457	22750464	-	1272.0	704
8345at71240	Complete	SUPER_12	4448682	4455243	-	1545.8	802
8379at71240	Complete	SUPER_15	49608729	49635705	+	1465.6	1028
8485at71240	Complete	SUPER_14	458120	461290	-	1357.9	763
8517at71240	Complete	SUPER_11	40671963	40679186	-	1506.1	899
8534at71240	Complete	SUPER_7	7236080	7253115	-	1237.6	872
8587at71240	Duplicated	SUPER_17	4689941	4695723	-	1617.0	863
8587at71240	Duplicated	SUPER_9	3975195	3981093	-	1657.8	893
8672at71240	Complete	SUPER_7	24645227	24650812	-	1190.4	728
8681at71240	Complete	SUPER_17	5907532	5910207	-	1212.5	694
8739at71240	Duplicated	SUPER_14	30121587	30133729	+	1474.0	777
8739at71240	Duplicated	SUPER_6	29499630	29511408	+	1479.1	802
8828at71240	Complete	SUPER_13	24759601	24762888	+	1396.0	913
8890at71240	Complete	SUPER_2	29684603	29693784	+	1366.2	792
9076at71240	Complete	SUPER_15	9866989	9884994	+	1304.0	762
9078at71240	Complete	SUPER_14	25471794	25477545	+	1262.6	794
9097at71240	Complete	SUPER_11	30160974	30168802	-	1474.0	784
9220at71240	Complete	SUPER_5	36176727	36183607	-	1445.9	770
9223at71240	Complete	SUPER_14	31788715	31794695	+	1441.3	881
9527at71240	Duplicated	SUPER_11	4722282	4759407	-	1145.3	767
9527at71240	Duplicated	SUPER_3	4471807	4493735	-	1270.7	845
9584at71240	Duplicated	SUPER_16	11082868	11099790	-	1437.5	773
9584at71240	Duplicated	SUPER_13	10926693	10933487	-	1592.5	850
9629at71240	Complete	SUPER_17	24358493	24376799	+	1214.0	691
9672at71240	Duplicated	SUPER_2	32459121	32473648	-	1294.9	708
9672at71240	Duplicated	SUPER_7	4951327	4966742	+	1485.8	783
9729at71240	Complete	SUPER_12	28471260	28477586	+	1248.5	752
9742at71240	Complete	SUPER_12	9323716	9329219	-	1242.2	670
9957at71240	Complete	SUPER_11	15998648	16001305	-	1338.5	759
10104at71240	Complete	SUPER_13	22316541	22320378	-	962.5	620
10132at71240	Complete	SUPER_15	2490650	2495619	+	1137.9	726
10197at71240	Duplicated	SUPER_9	33333293	33340177	+	1341.3	828
10197at71240	Duplicated	SUPER_17	32447921	32454817	+	1341.9	828
10314at71240	Duplicated	SUPER_13	22348182	22365212	-	1374.4	739
10314at71240	Duplicated	SUPER_16	24540785	24549647	-	1475.8	779
10338at71240	Duplicated	SUPER_14	27569897	27573841	+	1351.8	712
10338at71240	Duplicated	SUPER_6	27332186	27335699	+	1397.8	712
10362at71240	Complete	SUPER_4	2145557	2155340	+	1481.6	747
10599at71240	Duplicated	SUPER_12	25337040	25344267	-	1197.3	751
10599at71240	Duplicated	SUPER_4	24833210	24840323	-	1237.3	742
10618at71240	Duplicated	SUPER_12	6067056	6069725	+	1402.7	712
10618at71240	Duplicated	SUPER_14	5873724	5876409	+	1411.3	726
10648at71240	Duplicated	SUPER_13	6090298	6099664	-	1246.0	683
10648at71240	Duplicated	SUPER_16	6632661	6641562	-	1366.9	682
10671at71240	Duplicated	SUPER_3	35651356	35653965	+	1175.3	701
10671at71240	Duplicated	SUPER_11	40257171	40259780	+	1205.9	698
10839at71240	Duplicated	SUPER_15	53342299	53347681	-	1250.4	833
10839at71240	Duplicated	SUPER_8	30076738	30082181	-	1254.9	831
10881at71240	Duplicated	SUPER_7	1465922	1470502	-	907.6	763
10881at71240	Duplicated	SUPER_2	36775625	36780144	+	915.1	792
10959at71240	Complete	SUPER_17	23097980	23104399	-	1527.8	771
10990at71240	Duplicated	SUPER_13	9687278	9692250	+	1314.8	703
10990at71240	Duplicated	SUPER_16	9936097	9941059	+	1415.0	750
10998at71240	Duplicated	SUPER_14	29844865	29849378	+	1384.8	746
10998at71240	Duplicated	SUPER_6	29257877	29262388	+	1387.7	748
11034at71240	Complete	SUPER_12	14387172	14389886	+	1150.4	698
11042at71240	Complete	SUPER_12	1261092	1264118	-	1633.6	827
11057at71240	Duplicated	SUPER_14	465393	471455	-	1519.1	875
11057at71240	Duplicated	SUPER_12	799907	805840	-	1521.3	878
11063at71240	Complete	SUPER_9	18311743	18322548	+	1305.9	957
11153at71240	Complete	SUPER_10	23469684	23476106	+	1547.8	814
11226at71240	Complete	SUPER_9	19034269	19040867	+	1205.8	739
11229at71240	Complete	SUPER_7	30568703	30575704	-	1335.5	782
11295at71240	Complete	SUPER_1	25742072	25746319	-	1412.4	756
11327at71240	Complete	SUPER_4	96878	115069	+	1438.0	791
11387at71240	Complete	SUPER_8	203268	208035	+	1140.3	666
11508at71240	Duplicated	SUPER_15	43203383	43208161	-	1430.4	877
11508at71240	Duplicated	SUPER_8	19662398	19667313	-	1446.5	861
11554at71240	Complete	SUPER_10	34119139	34121853	-	1437.3	772
11597at71240	Complete	SUPER_16	4832033	4836335	+	1260.1	704
11608at71240	Complete	SUPER_8	5127645	5130275	-	1523.9	763
11670at71240	Complete	SUPER_7	3574411	3576906	+	1332.5	712
11689at71240	Complete	SUPER_5	39090880	39095762	-	899.4	510
11706at71240	Complete	SUPER_6	31167265	31169787	+	1254.3	687
11735at71240	Duplicated	SUPER_13	3101698	3106653	-	1010.8	1242
11735at71240	Duplicated	SUPER_16	3575095	3579842	-	1053.3	1300
11764at71240	Duplicated	SUPER_16	2613109	2617120	-	1170.8	668
11764at71240	Duplicated	SUPER_13	2138688	2142796	-	1180.1	668
11772at71240	Duplicated	SUPER_12	7759795	7764713	+	1103.4	608
11772at71240	Duplicated	SUPER_14	7803702	7808555	+	1203.2	664
11773at71240	Duplicated	SUPER_3	4702949	4709142	+	1414.1	829
11773at71240	Duplicated	SUPER_11	5084542	5089300	+	1494.7	830
11837at71240	Complete	SUPER_12	19064835	19069846	+	1005.9	650
11919at71240	Complete	SUPER_3	35435480	35439907	+	1373.7	676
12012at71240	Complete	SUPER_9	11219985	11226316	+	1218.7	749
12252at71240	Duplicated	SUPER_7	4416763	4425563	+	980.1	800
12252at71240	Duplicated	SUPER_2	33001327	33010266	-	988.0	786
12263at71240	Complete	SUPER_11	40989109	41020484	+	1159.8	730
12329at71240	Complete	SUPER_10	27766124	27770237	-	1192.2	736
12336at71240	Complete	SUPER_11	22085156	22089338	+	1289.8	833
12447at71240	Complete	SUPER_13	22017452	22023160	-	1190.6	857
12452at71240	Complete	SUPER_8	16872926	16880291	+	973.6	612
12504at71240	Duplicated	SUPER_14	26712538	26717016	+	1141.5	798
12504at71240	Duplicated	SUPER_6	26473843	26478526	+	1168.8	921
12585at71240	Complete	SUPER_1	16721209	16726207	-	1019.4	689
12607at71240	Complete	SUPER_11	41314813	41319704	+	1263.3	709
12713at71240	Complete	SUPER_9	75229	95229	-	1429.5	867
12732at71240	Complete	SUPER_5	1432236	1434506	+	909.0	606
12736at71240	Complete	SUPER_13	7798838	7804865	-	1355.5	734
12743at71240	Complete	SUPER_12	16118495	16125576	-	1394.4	790
12770at71240	Complete	SUPER_17	29144819	29147338	+	1173.3	704
12847at71240	Complete	SUPER_9	28576875	28582281	-	1051.5	682
12855at71240	Complete	SUPER_9	30974319	30983735	+	963.9	665
12925at71240	Complete	SUPER_4	7777459	7794133	-	1239.1	712
13125at71240	Complete	SUPER_7	5514459	5522597	+	1317.9	708
13180at71240	Complete	SUPER_7	32554709	32560992	-	1682.3	927
13273at71240	Duplicated	SUPER_13	25817988	25820498	+	1318.6	714
13273at71240	Duplicated	SUPER_16	28505782	28508304	+	1364.5	712
13343at71240	Complete	SUPER_5	3046367	3049426	-	1502.1	893
13359at71240	Duplicated	SUPER_15	6047341	6052604	+	1582.8	918
13359at71240	Duplicated	SUPER_8	8657650	8663417	+	1624.0	940
13381at71240	Duplicated	SUPER_13	9440336	9444807	-	1809.7	972
13381at71240	Duplicated	SUPER_16	9754692	9759247	-	1821.6	974
13384at71240	Complete	SUPER_5	28686236	28689438	+	1240.9	770
13429at71240	Complete	SUPER_17	12382171	12388242	-	1323.8	734
13473at71240	Complete	SUPER_17	22600447	22603059	+	976.5	663
13637at71240	Complete	SUPER_16	27034685	27050794	-	1465.2	867
13683at71240	Duplicated	SUPER_10	33972823	33977387	-	1212.5	684
13683at71240	Duplicated	SUPER_5	37066750	37071295	-	1262.9	686
13746at71240	Duplicated	SUPER_10	36420419	36425654	-	826.3	803
13746at71240	Duplicated	SUPER_5	40360336	40365588	-	929.8	799
13833at71240	Complete	SUPER_9	304817	307303	+	1231.4	706
13836at71240	Complete	SUPER_1	14895871	14898603	-	953.0	619
13914at71240	Duplicated	SUPER_6	27859185	27863077	+	1069.4	649
13914at71240	Duplicated	SUPER_14	28434672	28438311	+	1077.7	648
13917at71240	Complete	SUPER_8	5134426	5139409	+	1008.0	588
14071at71240	Complete	SUPER_7	17319225	17321687	+	1251.3	695
14240at71240	Missing
14304at71240	Complete	SUPER_17	28522553	28529052	-	1292.5	666
14307at71240	Duplicated	SUPER_3	23504418	23528225	+	1256.7	720
14307at71240	Duplicated	SUPER_11	25828218	25847237	+	1258.2	702
14313at71240	Complete	SUPER_5	17976318	17978771	-	1199.4	673
14348at71240	Duplicated	SUPER_17	19727023	19730049	-	1118.6	639
14348at71240	Duplicated	SUPER_9	16868019	16871072	-	1127.4	639
14368at71240	Complete	SUPER_4	18749218	18754317	+	1025.2	570
14375at71240	Duplicated	SUPER_2	476731	479097	+	1103.5	657
14375at71240	Duplicated	SUPER_15	10969243	10971609	+	1105.9	657
14405at71240	Missing
14440at71240	Complete	SUPER_15	17392169	17396838	+	1261.2	727
14514at71240	Complete	SUPER_6	27966470	27968785	+	1233.2	695
14527at71240	Duplicated	SUPER_8	23170509	23179082	+	1202.6	739
14527at71240	Duplicated	SUPER_15	46236500	46245396	+	1222.5	706
14548at71240	Complete	SUPER_16	4600371	4602710	+	1056.1	670
14634at71240	Complete	SUPER_4	3249988	3257678	+	804.3	506
14765at71240	Complete	SUPER_1	23824406	23829400	-	1040.6	644
14779at71240	Complete	SUPER_17	2591132	2596587	-	1574.4	794
14824at71240	Complete	SUPER_11	30437836	30447538	+	1065.4	657
14878at71240	Complete	SUPER_17	5930009	5932543	-	1120.4	670
14921at71240	Duplicated	SUPER_6	2841814	2844237	-	1146.8	696
14921at71240	Duplicated	SUPER_16	38612659	38615163	-	1181.2	741
14960at71240	Complete	SUPER_9	10644174	10646639	-	1129.1	661
14973at71240	Complete	SUPER_10	24408238	24411025	-	1259.3	749
14981at71240	Complete	SUPER_6	27970562	27973267	-	1205.4	751
15060at71240	Complete	SUPER_5	36398891	36410968	-	1311.7	649
15114at71240	Complete	SUPER_8	18317370	18328751	+	945.7	582
15157at71240	Complete	SUPER_1	16497369	16500101	+	1361.4	804
15178at71240	Complete	SUPER_7	29180090	29184561	+	1144.1	713
